game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-20,TB,NYY,Taj Bradley,Nestor Cortes
2024-07-20,STL,ATL,Kyle Gibson,Charlie Morton
2024-07-20,DET,TOR,Reese Olson,Yusei Kikuchi
2024-07-20,LAA,OAK,Jack Kochanowicz,Mitch Spence
2024-07-20,NYM,MIA,Luis Severino,Roddery Muñoz
2024-07-20,PHI,PIT,Cristopher Sánchez,Luis L. Ortiz
2024-07-20,CIN,WSH,Nick Lodolo,MacKenzie Gore
2024-07-20,BAL,TEX,Grayson Rodriguez,Max Scherzer
2024-07-20,MIL,MIN,Freddy Peralta,Pablo López
2024-07-20,CWS,KC,Jonathan Cannon,Brady Singer
2024-07-20,SD,CLE,Dylan Cease,Gavin Williams
2024-07-20,BOS,LAD,Brayan Bello,Justin Wrobleski
2024-07-20,ARI,CHC,Zac Gallen,Kyle Hendricks
2024-07-20,STL,ATL,Sonny Gray,Bryce Elder
2024-07-20,SF,COL,Logan Webb,Kyle Freeland
2024-07-20,HOU,SEA,Framber Valdez,George Kirby
