game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-22,COL,WSH,Cal Quantrill,Patrick Corbin
2024-08-22,CLE,NYY,Gavin Williams,Gerrit Cole
2024-08-22,MIL,STL,Freddy Peralta,Miles Mikolas
2024-08-22,DET,CHC,Tyler Holton,Justin Steele
2024-08-22,TB,OAK,Jeffrey Springs,Osvaldo Bido
2024-08-22,CIN,PIT,Nick Lodolo,Paul Skenes
2024-08-22,LAA,TOR,Brock Burke,Ryan Burr
2024-08-22,HOU,BAL,Spencer Arrighetti,Corbin Burnes
2024-08-22,PHI,ATL,Cristopher Sánchez,Spencer Schwellenbach
2024-08-22,NYM,SD,Luis Severino,Dylan Cease
