game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-05,ATL,BOS,Spencer Schwellenbach,Nick Pivetta
2024-06-05,STL,HOU,Miles Mikolas,Ronel Blanco
2024-06-05,CIN,COL,Graham Ashcraft,Dakota Hudson
2024-06-05,SF,ARI,Jordan Hicks,Jordan Montgomery
2024-06-05,NYM,WSH,Luis Severino,Patrick Corbin
2024-06-05,MIL,PHI,Aaron Ashby,Aaron Nola
2024-06-05,LAD,PIT,James Paxton,Paul Skenes
2024-06-05,TB,MIA,Zach Eflin,Braxton Garrett
2024-06-05,MIN,NYY,Chris Paddack,Carlos Rodón
2024-06-05,BAL,TOR,Albert Suárez,José Berríos
2024-06-05,DET,TEX,Kenta Maeda,José Ureña
2024-06-05,CWS,CHC,Erick Fedde,Jameson Taillon
2024-06-05,SD,LAA,Dylan Cease,José Soriano
2024-06-05,SEA,OAK,Logan Gilbert,Joey Estes
2024-06-05,KC,CLE,Brady Singer,Nick Sandlin
