game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-20,SF,TOR,Robbie Ray,José Berríos
2025-07-20,BAL,TB,Trevor Rogers,Ryan Pepiot
2025-07-20,CWS,PIT,Aaron Civale,Andrew Heaney
2025-07-20,SD,WSH,Nick Pivetta,MacKenzie Gore
2025-07-20,LAA,PHI,José Soriano,Ranger Suárez
2025-07-20,NYY,ATL,Marcus Stroman,Grant Holmes
2025-07-20,KC,MIA,Kris Bubic,Janson Junk
2025-07-20,OAK,CLE,Jeffrey Springs,Gavin Williams
2025-07-20,CIN,NYM,Andrew Abbott,David Peterson
2025-07-20,BOS,CHC,Garrett Crochet,Cade Horton
2025-07-20,MIN,COL,Joe Ryan,Germán Márquez
2025-07-20,HOU,SEA,Hunter Brown,Bryan Woo
2025-07-20,MIL,LAD,Jose Quintana,Clayton Kershaw
2025-07-20,STL,ARI,Miles Mikolas,Merrill Kelly
2025-07-20,DET,TEX,Tarik Skubal,Jacob Latz
