game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-24,CIN,ATL,Frankie Montas,Allan Winans
2024-07-24,STL,PIT,Matthew Liberatore,Martín Pérez
2024-07-24,PHI,MIN,Aaron Nola,Steven Okert
2024-07-24,MIL,CHC,Rob Zastryzny,Justin Steele
2024-07-24,BOS,COL,Nick Pivetta,Cal Quantrill
2024-07-24,HOU,OAK,Hunter Brown,JP Sears
2024-07-24,LAA,SEA,Griffin Canning,Luis Castillo
2024-07-24,BAL,MIA,Chayce McDermott,Edward Cabrera
2024-07-24,DET,CLE,Jack Flaherty,Tanner Bibee
2024-07-24,SD,WSH,Matt Waldron,Mitchell Parker
2024-07-24,NYM,NYY,Sean Manaea,Gerrit Cole
2024-07-24,TB,TOR,Zach Eflin,Yariel Rodríguez
2024-07-24,CWS,TEX,Chris Flexen,Nathan Eovaldi
2024-07-24,ARI,KC,Ryne Nelson,Michael Wacha
2024-07-24,SF,LAD,Robbie Ray,Tyler Glasnow
2024-07-24,CIN,ATL,Nick Martinez,Chris Sale
