game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-07,STL,WSH,Kyle Gibson,DJ Herz
2024-07-07,NYM,PIT,Sean Manaea,Luis L. Ortiz
2024-07-07,PHI,ATL,Michael Mercado,Reynaldo López
2024-07-07,CWS,MIA,Jonathan Cannon,Edward Cabrera
2024-07-07,SF,CLE,Hayden Birdsong,Carlos Carrasco
2024-07-07,DET,CIN,Tarik Skubal,Graham Ashcraft
2024-07-07,HOU,MIN,Spencer Arrighetti,Simeon Woods Richardson
2024-07-07,LAA,CHC,José Soriano,Hayden Wesneski
2024-07-07,TB,TEX,Zack Littell,Nathan Eovaldi
2024-07-07,KC,COL,Brady Singer,Tanner Gordon
2024-07-07,BAL,OAK,Grayson Rodriguez,Mitch Spence
2024-07-07,TOR,SEA,José Berríos,George Kirby
2024-07-07,ARI,SD,Ryne Nelson,Dylan Cease
2024-07-07,MIL,LAD,Dallas Keuchel,Justin Wrobleski
2024-07-07,BOS,NYY,Kutter Crawford,Luis Gil
