game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-12,OAK,PHI,Hogan Harris,Ranger Suárez
2024-07-12,LAD,DET,James Paxton,Tarik Skubal
2024-07-12,CLE,TB,Carlos Carrasco,Taj Bradley
2024-07-12,NYY,BAL,Gerrit Cole,Cade Povich
2024-07-12,COL,NYM,Tanner Gordon,Sean Manaea
2024-07-12,MIA,CIN,Yonny Chirinos,Carson Spiers
2024-07-12,KC,BOS,Cole Ragans,Cooper Criswell
2024-07-12,WSH,MIL,Jackson Rutledge,Freddy Peralta
2024-07-12,TEX,HOU,Andrew Heaney,Hunter Brown
2024-07-12,PIT,CWS,Marco Gonzales,Garrett Crochet
2024-07-12,CHC,STL,Kyle Hendricks,Sonny Gray
2024-07-12,SEA,LAA,Bryan Woo,Tyler Anderson
2024-07-12,ATL,SD,Spencer Schwellenbach,Matt Waldron
2024-07-12,TOR,ARI,Yariel Rodríguez,Ryne Nelson
2024-07-12,MIN,SF,Joe Ryan,Kyle Harrison
