game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-11,ATL,BAL,Max Fried,Albert Suárez
2024-06-11,WSH,DET,Mitchell Parker,Kenta Maeda
2024-06-11,CHC,TB,Jameson Taillon,Zach Eflin
2024-06-11,MIA,NYM,Jesús Luzardo,Tylor Megill
2024-06-11,CLE,CIN,Triston McKenzie,Brent Suter
2024-06-11,PHI,BOS,Zack Wheeler,Kutter Crawford
2024-06-11,COL,MIN,Cal Quantrill,Louis Varland
2024-06-11,PIT,STL,Paul Skenes,Miles Mikolas
2024-06-11,TOR,MIL,Yusei Kikuchi,Carlos Rodriguez
2024-06-11,NYY,KC,Marcus Stroman,Brady Singer
2024-06-11,CWS,SEA,Drew Thorpe,Jhonathan Díaz
2024-06-11,OAK,SD,JP Sears,Randy Vásquez
2024-06-11,LAA,ARI,José Suarez,Jordan Montgomery
2024-06-11,HOU,SF,Ronel Blanco,Jordan Hicks
2024-06-11,TEX,LAD,Dane Dunning,James Paxton
