game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-03,TOR,NYY,José Berríos,Carlos Rodón
2024-08-03,STL,CHC,Kyle Gibson,Jameson Taillon
2024-08-03,MIL,WSH,Aaron Civale,DJ Herz
2024-08-03,KC,DET,Michael Lorenzen,Tyler Holton
2024-08-03,ARI,PIT,Jordan Montgomery,Mitch Keller
2024-08-03,BOS,TEX,Tanner Houck,Cody Bradford
2024-08-03,CWS,MIN,Garrett Crochet,Bailey Ober
2024-08-03,TB,HOU,Zack Littell,Ronel Blanco
2024-08-03,BAL,CLE,Zach Eflin,Joey Cantillo
2024-08-03,SF,CIN,Kyle Harrison,Hunter Greene
2024-08-03,MIA,ATL,Kyle Tyler,Grant Holmes
2024-08-03,COL,SD,Tanner Gordon,Martín Pérez
2024-08-03,LAD,OAK,Jack Flaherty,Mitch Spence
2024-08-03,NYM,LAA,David Peterson,José Soriano
2024-08-03,PHI,SEA,Orion Kerkering,Bryce Miller
