game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-14,KC,PIT,Michael Wacha,Mitch Keller
2024-09-14,BOS,NYY,Brayan Bello,Gerrit Cole
2024-09-14,STL,TOR,Kyle Gibson,José Berríos
2024-09-14,MIA,WSH,Valente Bellozo,Patrick Corbin
2024-09-14,NYM,PHI,Luis Severino,Kolby Allard
2024-09-14,BAL,DET,Corbin Burnes,Beau Brieske
2024-09-14,TB,CLE,Drew Rasmussen,Joey Cantillo
2024-09-14,CIN,MIN,Nick Martinez,Simeon Woods Richardson
2024-09-14,OAK,CWS,J.T. Ginn,Chris Flexen
2024-09-14,LAD,ATL,Jack Flaherty,Chris Sale
2024-09-14,CHC,COL,Jameson Taillon,Kyle Freeland
2024-09-14,MIL,ARI,Tobias Myers,Brandon Pfaadt
2024-09-14,SD,SF,Joe Musgrove,Mason Black
2024-09-14,HOU,LAA,Justin Verlander,Tyler Anderson
2024-09-14,TEX,SEA,Max Scherzer,Logan Gilbert
