game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-30,CLE,DET,Gavin Williams,Tyler Holton
2024-07-30,TOR,BAL,Chris Bassitt,Corbin Burnes
2024-07-30,NYY,PHI,Will Warren,Aaron Nola
2024-07-30,MIA,TB,Edward Cabrera,Jeffrey Springs
2024-07-30,MIN,NYM,David Festa,Sean Manaea
2024-07-30,CHC,CIN,Justin Steele,Tony Santillan
2024-07-30,SEA,BOS,Luis Castillo,James Paxton
2024-07-30,TEX,STL,Max Scherzer,Lance Lynn
2024-07-30,ATL,MIL,Bryce Elder,Joe Ross
2024-07-30,PIT,HOU,Bailey Falter,Hunter Brown
2024-07-30,KC,CWS,Michael Wacha,Jonathan Cannon
2024-07-30,COL,LAA,Cal Quantrill,Griffin Canning
2024-07-30,LAD,SD,Tyler Glasnow,Matt Waldron
2024-07-30,WSH,ARI,Patrick Corbin,Ryne Nelson
2024-07-30,OAK,SF,JP Sears,Robbie Ray
