game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-28,MIA,PHI,Kyle Tyler,Cristopher Sánchez
2024-06-28,WSH,TB,Mitchell Parker,Zach Eflin
2024-06-28,TEX,BAL,Max Scherzer,Albert Suárez
2024-06-28,NYY,TOR,Marcus Stroman,Yusei Kikuchi
2024-06-28,HOU,NYM,Ronel Blanco,Jose Quintana
2024-06-28,COL,CWS,Dakota Hudson,Drew Thorpe
2024-06-28,SD,BOS,Randy Vásquez,Nick Pivetta
2024-06-28,PIT,ATL,Martín Pérez,Charlie Morton
2024-06-28,CHC,MIL,Jameson Taillon,Colin Rea
2024-06-28,CLE,KC,Triston McKenzie,Alec Marsh
2024-06-28,CIN,STL,Frankie Montas,Andre Pallante
2024-06-28,DET,LAA,Kenta Maeda,Zach Plesac
2024-06-28,MIN,SEA,Bailey Ober,Logan Gilbert
2024-06-28,OAK,ARI,JP Sears,Slade Cecconi
2024-06-28,LAD,SF,Landon Knack,Logan Webb
