game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-31,MIA,TB,Roddery Muñoz,Taj Bradley
2024-07-31,NYY,PHI,Nestor Cortes,Cristopher Sánchez
2024-07-31,TOR,BAL,Paolo Espino,Grayson Rodriguez
2024-07-31,MIN,NYM,Pablo López,Luis Severino
2024-07-31,ATL,MIL,Chris Sale,Freddy Peralta
2024-07-31,KC,CWS,Brady Singer,Drew Thorpe
2024-07-31,TEX,STL,Andrew Heaney,Michael McGreevy
2024-07-31,WSH,ARI,MacKenzie Gore,Zac Gallen
2024-07-31,SEA,BOS,George Kirby,Brayan Bello
2024-07-31,CHC,CIN,Kyle Hendricks,Nick Lodolo
2024-07-31,PIT,HOU,Jake Woodford,Framber Valdez
2024-07-31,LAD,SD,Clayton Kershaw,Dylan Cease
2024-07-31,COL,LAA,Kyle Freeland,Davis Daniel
2024-07-31,OAK,SF,Ross Stripling,Logan Webb
