game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-16,MIN,CLE,Pablo López,Matthew Boyd
2024-09-16,WSH,NYM,Jake Irvin,Sean Manaea
2024-09-16,LAD,ATL,Yoshinobu Yamamoto,Max Fried
2024-09-16,PHI,MIL,Ranger Suárez,Aaron Civale
2024-09-16,DET,KC,Reese Olson,Seth Lugo
2024-09-16,OAK,CHC,Joey Estes,Shota Imanaga
2024-09-16,PIT,STL,Paul Skenes,Andre Pallante
2024-09-16,ARI,COL,Merrill Kelly,Antonio Senzatela
2024-09-16,CWS,LAA,Jonathan Cannon,Reid Detmers
2024-09-16,HOU,SD,Spencer Arrighetti,Yu Darvish
