game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-13,KC,PIT,Alec Marsh,Luis L. Ortiz
2024-09-13,NYM,PHI,Jose Quintana,Aaron Nola
2024-09-13,BAL,DET,Zach Eflin,Beau Brieske
2024-09-13,MIA,WSH,Edward Cabrera,DJ Herz
2024-09-13,BOS,NYY,Richard Fitts,Clarke Schmidt
2024-09-13,STL,TOR,Erick Fedde,Kevin Gausman
2024-09-13,TB,CLE,Zack Littell,Tanner Bibee
2024-09-13,LAD,ATL,Landon Knack,Spencer Schwellenbach
2024-09-13,OAK,CWS,Brady Basso,Garrett Crochet
2024-09-13,CIN,MIN,Julian Aguiar,Bailey Ober
2024-09-13,CHC,COL,Javier Assad,Austin Gomber
2024-09-13,HOU,LAA,Yusei Kikuchi,Sam Aldegheri
2024-09-13,MIL,ARI,Freddy Peralta,Eduardo Rodriguez
2024-09-13,TEX,SEA,Jacob deGrom,Emerson Hancock
2024-09-13,SD,SF,Dylan Cease,Logan Webb
