game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-31,STL,NYY,Kyle Gibson,Will Warren
2024-08-31,CHC,WSH,Javier Assad,DJ Herz
2024-08-31,SD,TB,Randy Vásquez,Shane Baz
2024-08-31,BOS,DET,Nick Pivetta,Tarik Skubal
2024-08-31,PIT,CLE,Luis L. Ortiz,Matthew Boyd
2024-08-31,OAK,TEX,Joey Estes,Cody Bradford
2024-08-31,TOR,MIN,José Berríos,Zebby Matthews
2024-08-31,KC,HOU,Cole Ragans,Yusei Kikuchi
2024-08-31,NYM,CWS,Jose Quintana,Davis Martin
2024-08-31,ATL,PHI,Max Fried,Zack Wheeler
2024-08-31,MIL,CIN,Frankie Montas,Fernando Cruz
2024-08-31,BAL,COL,Dean Kremer,Ryan Feltner
2024-08-31,LAD,ARI,Gavin Stone,Merrill Kelly
2024-08-31,MIA,SF,Edward Cabrera,Mason Black
2024-08-31,SEA,LAA,Bryan Woo,Tyler Anderson
