game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-07,ARI,CLE,Brandon Pfaadt,Ben Lively
2024-08-07,ARI,CLE,Eduardo Rodriguez,Carlos Carrasco
2024-08-07,MIN,CHC,Joe Ryan,Javier Assad
2024-08-07,HOU,TEX,Yusei Kikuchi,José Ureña
2024-08-07,CWS,OAK,Davis Martin,Joey Estes
2024-08-07,LAA,NYY,Davis Daniel,Luis Gil
2024-08-07,LAA,NYY,Carson Fulmer,Will Warren
2024-08-07,SD,PIT,Michael King,Marco Gonzales
2024-08-07,CIN,MIA,Andrew Abbott,Valente Bellozo
2024-08-07,SF,WSH,Blake Snell,Jake Irvin
2024-08-07,BAL,TOR,Trevor Rogers,Bowden Francis
2024-08-07,MIL,ATL,Freddy Peralta,Chris Sale
2024-08-07,TB,STL,Taj Bradley,Erick Fedde
2024-08-07,BOS,KC,Kutter Crawford,Cole Ragans
2024-08-07,NYM,COL,Paul Blackburn,Ryan Feltner
2024-08-07,DET,SEA,Tarik Skubal,George Kirby
2024-08-07,PHI,LAD,Tyler Phillips,Gavin Stone
