game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-27,CHC,PIT,Justin Steele,Jared Jones
2024-08-27,HOU,PHI,Justin Verlander,Aaron Nola
2024-08-27,LAA,DET,Johnny Cueto,Brant Hurter
2024-08-27,KC,CLE,Michael Lorenzen,Gavin Williams
2024-08-27,OAK,CIN,Mitch Spence,Jakob Junis
2024-08-27,NYY,WSH,Gerrit Cole,Patrick Corbin
2024-08-27,TOR,BOS,Yariel Rodríguez,Cooper Criswell
2024-08-27,ATL,MIN,Spencer Schwellenbach,Simeon Woods Richardson
2024-08-27,SD,STL,Dylan Cease,Miles Mikolas
2024-08-27,SF,MIL,Logan Webb,Tobias Myers
2024-08-27,TEX,CWS,Andrew Heaney,Chris Flexen
2024-08-27,MIA,COL,Roddery Muñoz,Cal Quantrill
2024-08-27,TB,SEA,Jeffrey Springs,Logan Gilbert
2024-08-27,NYM,ARI,Sean Manaea,Brandon Pfaadt
2024-08-27,BAL,LAD,Cole Irvin,Jack Flaherty
