game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-18,MIA,NYM,Valente Bellozo,Paul Blackburn
2024-08-18,SEA,PIT,George Kirby,Jake Woodford
2024-08-18,WSH,PHI,Jake Irvin,Taijuan Walker
2024-08-18,BOS,BAL,Kutter Crawford,Albert Suárez
2024-08-18,ARI,TB,Merrill Kelly,Drew Rasmussen
2024-08-18,KC,CIN,Brady Singer,Andrew Abbott
2024-08-18,CLE,MIL,Ben Lively,Colin Rea
2024-08-18,CWS,HOU,Ky Bush,Framber Valdez
2024-08-18,LAD,STL,Clayton Kershaw,Sonny Gray
2024-08-18,TOR,CHC,Bowden Francis,Shota Imanaga
2024-08-18,MIN,TEX,Pablo López,Tyler Mahle
2024-08-18,SD,COL,Joe Musgrove,Bradley Blalock
2024-08-18,SF,OAK,Blake Snell,JP Sears
2024-08-18,ATL,LAA,Charlie Morton,Jack Kochanowicz
2024-08-18,NYY,DET,Marcus Stroman,Tarik Skubal
