pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2024-07-22,88.5,-2.07,4.95,"Díaz, Alexis",621566,664747,field_out,hit_into_play,,,,,7,"Matt Olson grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer. Marcell Ozuna to 3rd.",R,L,R,ATL,CIN,X,6,ground_ball,1,2,2024,0.46,0.29,-0.64,2.14,,542303,,0,9,Bot,106.29,144.99,,,,,2.576759338509006,-128.94230908566757,-1.449136639976543,4.597627863603707,25.39216763117087,-28.86753732430028,3.62,1.74,4,97.0,-28,90.8,2788,7.5,747095,663886,668715,663697,682622,682829,596103,656413,641584,53.03,0.097,0.078,0.0,1,0,0,2,71,4,Slider,0,4,0,4,4,0,0,4,Standard,Standard,145,-0.021,-0.123,66.6,6.9,0.098,0.123,97.0,-4,-4,0.04,0.04,27,30,28,30,1,3,8,1,4,2,2.6,-0.46,0.46,18.0,-8.32876795584282,21.213212482973265,31.396678817752974,44.70898213352787,15.69252418379445
SL,2024-07-22,88.1,-1.92,4.85,"Díaz, Alexis",621566,664747,,swinging_strike,,,,,14,"Matt Olson grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer. Marcell Ozuna to 3rd.",R,L,R,ATL,CIN,S,,,1,1,2024,0.18,0.23,1.53,1.76,,542303,,0,9,Bot,,,,,,,8.26749920774106,-128.1746408629004,-1.9617963746497589,0.3223513362793661,25.51849103342276,-29.382424490196332,3.62,1.74,,,,90.8,2636,7.9,747095,663886,668715,663697,682622,682829,596103,656413,641584,52.63,,,,,,,,71,3,Slider,0,4,0,4,4,0,0,4,Standard,Standard,169,0.0,-0.072,72.8,8.0,,0.072,,-4,-4,0.04,0.04,27,30,28,30,1,3,8,1,4,2,2.69,-0.18,0.18,13.4,22.67460586214541,-24.34425850998451,42.41443065601139,19.502561161594286,42.23069983384572
SL,2024-07-22,87.2,-1.99,4.94,"Díaz, Alexis",621566,664747,,ball,,,,,13,"Matt Olson grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer. Marcell Ozuna to 3rd.",R,L,R,ATL,CIN,B,,,0,1,2024,0.3,0.11,-1.49,2.71,,,542303,0,9,Bot,,,,,,,0.6024564755821799,-127.1533323232633,0.5292745692443634,3.2016985272284533,23.72141770041196,-31.302729464580448,3.65,1.87,,,,89.7,2655,7.5,747095,663886,668715,663697,682622,682829,596103,656413,641584,52.99,,,,,,,,71,2,Slider,0,4,0,4,4,0,0,4,Infield shade,Standard,123,0.004,0.034,,,,-0.034,,-4,-4,0.036,0.036,27,30,28,30,1,3,8,1,4,2,2.86,-0.3,0.3,16.7,,,,,
FF,2024-07-22,94.8,-2.01,4.76,"Díaz, Alexis",621566,664747,,called_strike,,,,,1,"Matt Olson grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer. Marcell Ozuna to 3rd.",R,L,R,ATL,CIN,S,,,0,0,2024,-0.73,1.09,-0.41,3.62,,,542303,0,9,Bot,,,,,,,6.007913524071475,-138.1243801065586,0.2036930106604959,-10.60602272912294,27.79731931796532,-18.32908541786368,3.69,1.87,,,,98.2,2597,7.9,747095,663886,668715,663697,682622,682829,596103,656413,641584,52.6,,,,,,,,71,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shade,Standard,233,0.0,-0.042,,,,0.042,,-4,-4,0.036,0.036,27,30,28,30,1,3,8,1,4,2,1.42,0.73,-0.73,11.3,,,,,
SL,2024-07-22,89.1,-2.02,4.76,"Díaz, Alexis",542303,664747,single,hit_into_play,,,,,4,Marcell Ozuna singles on a line drive to left fielder Austin Slater.,R,R,R,ATL,CIN,X,7,line_drive,1,2,2024,0.26,0.23,-0.68,2.66,,,,0,9,Bot,102.12,88.5,,,,,2.816790153065352,-129.89622201790638,0.3510912791271338,2.39495791037278,24.466127819847937,-29.86306150419257,3.58,1.73,217,85.7,15,92.1,2676,7.8,747095,663886,668715,663697,682622,682829,596103,656413,641584,52.73,0.96,0.91,0.9,1,1,0,4,70,4,Slider,0,4,0,4,4,0,0,4,Standard,Standard,160,0.02,0.516,77.3,6.5,1.112,-0.516,88.0,-4,-4,0.016,0.016,27,33,28,34,1,3,8,1,4,2,2.61,-0.26,-0.26,12.7,5.523624935963396,-2.1754382900229463,37.164806113643785,27.54970280297489,28.21918469805283
FF,2024-07-22,95.8,-1.93,4.71,"Díaz, Alexis",542303,664747,,ball,,,,,12,Marcell Ozuna singles on a line drive to left fielder Austin Slater.,R,R,R,ATL,CIN,B,,,0,2,2024,-0.76,0.91,0.1,4.12,,,,0,9,Bot,,,,,,,7.280409402472246,-139.41266861184616,2.027584279013264,-11.430832536713346,28.20822934764252,-20.86796316259777,3.72,1.76,,,,98.7,2702,7.7,747095,663886,668715,663697,682622,682829,596103,656413,641584,52.81,,,,,,,,70,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,229,0.0,0.023,,,,-0.023,,-4,-4,0.016,0.016,27,33,28,34,1,3,8,1,4,2,1.56,0.76,0.76,8.7,,,,,
FF,2024-07-22,94.9,-1.95,4.71,"Díaz, Alexis",542303,664747,,foul,,,,,1,Marcell Ozuna singles on a line drive to left fielder Austin Slater.,R,R,R,ATL,CIN,S,,,0,1,2024,-0.8,1.14,-0.76,3.19,,,,0,9,Bot,,,,,,,5.045321415075192,-138.20308813464823,-0.914957019673412,-11.31123032486043,28.24476115554849,-17.526135899745526,3.58,1.73,,,,98.0,2680,7.8,747095,663886,668715,663697,682622,682829,596103,656413,641584,52.69,,,,,,,,70,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,232,0.0,-0.054,68.5,5.8,,0.054,,-4,-4,0.016,0.016,27,33,28,34,1,3,8,1,4,2,1.37,0.8,0.8,7.2,2.065240411518417,18.25249617896168,38.17937323108215,27.444081853441443,18.53691964253184
FF,2024-07-22,93.8,-2.09,4.72,"Díaz, Alexis",542303,664747,,called_strike,,,,,1,Marcell Ozuna singles on a line drive to left fielder Austin Slater.,R,R,R,ATL,CIN,S,,,0,0,2024,-0.89,1.07,-0.79,3.32,,,,0,9,Bot,,,,,,,5.476883975983888,-136.58806577984836,-0.2950314899086605,-12.285143576635283,28.16817922440387,-18.89620273946925,3.7,1.74,,,,96.5,2576,7.6,747095,663886,668715,663697,682622,682829,596103,656413,641584,52.85,,,,,,,,70,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,236,0.0,-0.037,,,,0.037,,-4,-4,0.016,0.016,27,33,28,34,1,3,8,1,4,2,1.51,0.89,0.89,9.1,,,,,
SL,2024-07-22,82.6,1.76,6.51,"Lee, Dylan",600869,669276,strikeout,foul_tip,,,,,2,Jeimer Candelario strikes out on a foul tip.,R,R,L,ATL,CIN,S,2,,1,2,2024,-0.18,0.36,0.19,2.93,,,663697,2,9,Top,,,,,,,-3.221538440255,-120.34755005312913,-2.4226596235428586,-1.2192713585295802,21.35610232119805,-28.425405441813183,3.44,1.63,,,,83.2,2112,6.4,747095,669221,621566,805373,670097,606115,592696,672284,594807,54.06,,0.0,0.0,1,0,0,,69,5,Slider,0,4,4,0,4,0,4,0,Standard,Standard,210,0.001,-0.196,67.8,7.5,,0.196,,-4,4,0.015,0.985,29,30,30,31,1,4,2,1,2,2,2.95,-0.18,0.18,48.5,14.701710669534314,-1.0804300599419678,33.336638950669816,36.26005349043535,26.939720190458043
SL,2024-07-22,83.4,1.72,6.53,"Lee, Dylan",600869,669276,,foul,,,,,13,Jeimer Candelario strikes out on a foul tip.,R,R,L,ATL,CIN,S,,,1,2,2024,-0.11,0.59,-0.85,1.24,,,663697,2,9,Top,,,,,,,-5.703584598350576,-121.3890594955056,-7.01009639527359,-0.1809231335690279,19.83252393207219,-25.24014649126724,3.44,1.63,8,84.2,-10,84.2,2196,6.4,747095,669221,621566,805373,670097,606115,592696,672284,594807,54.09,,,,,,,,69,4,Slider,0,4,4,0,4,0,4,0,Standard,Standard,159,0.0,0.0,51.6,8.6,,0.0,88.0,-4,4,0.015,0.985,29,30,30,31,1,4,2,1,2,2,2.64,-0.11,0.11,48.2,28.870361987614743,-37.490543889371374,44.29858373057169,23.040795803859808,47.50856107645345
SL,2024-07-22,82.8,1.77,6.53,"Lee, Dylan",600869,669276,,called_strike,,,,,4,Jeimer Candelario strikes out on a foul tip.,R,R,L,ATL,CIN,S,,,1,1,2024,-0.19,0.38,-0.31,2.77,,,663697,2,9,Top,,,,,,,-4.396897853712242,-120.60670380056912,-2.952039238239875,-1.1062500424718025,19.804663522135204,-28.06920366050439,3.55,1.68,,,,83.5,2114,6.3,747095,669221,621566,805373,670097,606115,592696,672284,594807,54.18,,,,,,,,69,3,Slider,0,4,4,0,4,0,4,0,Standard,Standard,214,0.0,-0.06,,,,0.06,,-4,4,0.015,0.985,29,30,30,31,1,4,2,1,2,2,2.89,-0.19,0.19,46.9,,,,,
SL,2024-07-22,82.5,1.74,6.46,"Lee, Dylan",600869,669276,,swinging_strike,,,,,14,Jeimer Candelario strikes out on a foul tip.,R,R,L,ATL,CIN,S,,,1,0,2024,-0.26,0.63,0.18,0.97,,,663697,2,9,Top,,,,,,,-3.063982868882688,-120.14753208875916,-7.348794228828366,-2.098115119783145,19.48866952887545,-24.95716285293602,3.44,1.63,,,,83.5,2080,6.5,747095,669221,621566,805373,670097,606115,592696,672284,594807,53.99,,,,,,,,69,2,Slider,0,4,4,0,4,0,4,0,Standard,Standard,173,0.0,-0.048,45.0,8.3,,0.048,,-4,4,0.015,0.985,29,30,30,31,1,4,2,1,2,2,2.67,-0.26,0.26,48.3,15.23588646133504,-10.110797682336624,42.71180332983042,36.03986083198961,28.86581641221007
SL,2024-07-22,82.2,1.72,6.55,"Lee, Dylan",600869,669276,,ball,,,,,13,Jeimer Candelario strikes out on a foul tip.,R,R,L,ATL,CIN,B,,,0,0,2024,-0.14,0.44,-0.02,1.23,,,663697,2,9,Top,,,,,,,-3.680469890735096,-119.71141240988013,-6.491271628484428,-0.774795350520091,18.789738489044943,-27.04383845157145,3.41,1.61,,,,83.0,2123,6.4,747095,669221,621566,805373,670097,606115,592696,672284,594807,54.14,,,,,,,,69,1,Slider,0,4,4,0,4,0,4,0,Standard,Standard,174,0.0,0.034,,,,-0.034,,-4,4,0.015,0.985,29,30,30,31,1,4,2,1,2,2,2.88,-0.14,0.14,51.8,,,,,
SL,2024-07-22,83.6,1.67,6.61,"Lee, Dylan",682829,669276,strikeout,called_strike,,,,,3,Elly De La Cruz called out on strikes.,R,R,L,ATL,CIN,S,2,,3,2,2024,-0.18,0.55,0.82,3.22,,,663697,1,9,Top,,,,,,,-1.6150950142921574,-121.83359727764264,-2.560326203687977,-1.4977343226311468,20.61581619637972,-26.41816870105549,3.5,1.59,,,,84.4,1928,6.4,747095,669221,621566,805373,670097,606115,592696,672284,594807,54.11,,0.0,0.0,1,0,0,,68,7,Slider,0,4,4,0,4,0,4,0,Standard,Standard,181,0.002,-0.306,,,,0.306,,-4,4,0.013,0.987,29,22,30,22,1,4,2,1,2,2,2.67,-0.18,0.18,55.2,,,,,
SL,2024-07-22,84.7,1.73,6.54,"Lee, Dylan",682829,669276,,foul,,,,,7,Elly De La Cruz called out on strikes.,R,R,L,ATL,CIN,S,,,3,2,2024,-0.22,0.71,-0.41,2.2,,,663697,1,9,Top,,,,,,,-4.550420533072182,-123.34458195728848,-5.241085398198166,-1.4363720947566532,23.307025123576604,-24.12928938300227,3.72,1.73,3,69.3,-37,85.0,2078,6.3,747095,669221,621566,805373,670097,606115,592696,672284,594807,54.17,,,,,,,,68,6,Slider,0,4,4,0,4,0,4,0,Standard,Standard,174,0.0,0.0,85.8,7.2,,0.0,88.0,-4,4,0.013,0.987,29,22,30,22,1,4,2,1,2,2,2.45,-0.22,0.22,46.5,16.400645303772453,-5.565425562671405,37.64277778399296,32.800103211561115,40.34466433882171
SL,2024-07-22,83.3,1.68,6.59,"Lee, Dylan",682829,669276,,blocked_ball,,,,,13,Elly De La Cruz called out on strikes.,R,R,L,ATL,CIN,B,,,2,2,2024,-0.34,0.62,-0.27,0.47,,,663697,1,9,Top,,,,,,,-3.799373299753706,-121.139336520492,-8.933347104459454,-2.8395135622572605,18.72572835918452,-24.77301738725954,3.75,1.66,,,,84.2,2084,6.4,747095,669221,621566,805373,670097,606115,592696,672284,594807,54.07,,,,,,,,68,5,Slider,0,4,4,0,4,0,4,0,Standard,Standard,169,0.0,0.077,,,,-0.077,,-4,4,0.013,0.987,29,22,30,22,1,4,2,1,2,2,2.62,-0.34,0.34,49.5,,,,,
SL,2024-07-22,83.4,1.83,6.43,"Lee, Dylan",682829,669276,,swinging_strike,,,,,8,Elly De La Cruz called out on strikes.,R,R,L,ATL,CIN,S,,,2,1,2024,-0.31,0.65,-0.1,1.75,,,663697,1,9,Top,,,,,,,-3.839668773078829,-121.4370626018818,-5.710100885921104,-2.423887813694177,20.58855765338877,-24.88082199783338,3.72,1.73,,,,84.1,2057,6.4,747095,669221,621566,805373,670097,606115,592696,672284,594807,54.11,,,,,,,,68,4,Slider,0,4,4,0,4,0,4,0,Standard,Standard,166,0.0,-0.057,73.0,8.1,,0.057,,-4,4,0.013,0.987,29,22,30,22,1,4,2,1,2,2,2.59,-0.31,0.31,48.7,23.17693063327022,-19.70479111717754,38.29139183623965,36.65654562963758,50.88346339968543
SL,2024-07-22,84.0,1.79,6.52,"Lee, Dylan",682829,669276,,blocked_ball,,,,,13,Elly De La Cruz called out on strikes.,R,R,L,ATL,CIN,B,,,1,1,2024,-0.06,0.54,-0.98,0.25,,,663697,1,9,Top,,,,,,,-6.324886580869037,-122.14623022175824,-9.358613477339206,0.3661446945986271,18.84478696107873,-25.32039899432759,3.76,1.81,,,,85.1,1946,6.5,747095,669221,621566,805373,670097,606115,592696,672284,594807,53.96,,,,,,,,68,3,Slider,0,4,4,0,4,0,4,0,Standard,Standard,160,0.0,0.046,,,,-0.046,,-4,4,0.013,0.987,29,22,30,22,1,4,2,1,2,2,2.64,-0.06,0.06,44.8,,,,,
CH,2024-07-22,85.2,1.63,6.42,"Lee, Dylan",682829,669276,,blocked_ball,,,,,14,Elly De La Cruz called out on strikes.,R,R,L,ATL,CIN,B,,,0,1,2024,1.05,0.95,0.68,0.55,,,663697,1,9,Top,,,,,,,-4.347951955319462,-123.87182152712334,-9.515675875530045,11.62832190228296,21.55952857949745,-20.749430243294785,3.72,1.87,,,,86.0,1580,6.6,747095,669221,621566,805373,663586,606115,592696,672284,594807,53.93,,,,,,,,68,2,Changeup,0,4,4,0,4,0,4,0,Infield shade,Standard,138,0.0,0.029,,,,-0.029,,-4,4,0.013,0.987,29,22,30,22,1,4,2,1,2,2,2.16,1.05,-1.05,48.6,,,,,
