game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-19,ARI,CHC,Ryne Nelson,Justin Steele
2024-07-19,PHI,PIT,Aaron Nola,Martín Pérez
2024-07-19,CIN,WSH,Frankie Montas,Patrick Corbin
2024-07-19,TB,NYY,Zach Eflin,Gerrit Cole
2024-07-19,DET,TOR,Jack Flaherty,Chris Bassitt
2024-07-19,NYM,MIA,Sean Manaea,Edward Cabrera
2024-07-19,SD,CLE,Matt Waldron,Tanner Bibee
2024-07-19,BAL,TEX,Corbin Burnes,Nathan Eovaldi
2024-07-19,CWS,KC,Chris Flexen,Michael Wacha
2024-07-19,SF,COL,Kyle Harrison,Cal Quantrill
2024-07-19,LAA,OAK,Griffin Canning,JP Sears
2024-07-19,HOU,SEA,Hunter Brown,Luis Castillo
2024-07-19,BOS,LAD,Nick Pivetta,Gavin Stone
2024-07-19,STL,ATL,Sonny Gray,Spencer Schwellenbach
