game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-21,BAL,NYM,Cole Irvin,Sean Manaea
2024-08-21,BOS,HOU,Cooper Criswell,Justin Verlander
2024-08-21,PIT,TEX,Domingo Germán,Andrew Heaney
2024-08-21,CWS,SF,Garrett Crochet,Logan Webb
2024-08-21,MIN,SD,Simeon Woods Richardson,Matt Waldron
2024-08-21,ARI,MIA,Jordan Montgomery,Roddery Muñoz
2024-08-21,COL,WSH,Tanner Gordon,Mitchell Parker
2024-08-21,CLE,NYY,Joey Cantillo,Nestor Cortes
2024-08-21,CIN,TOR,Nick Martinez,Yariel Rodríguez
2024-08-21,PHI,ATL,Aaron Nola,Max Fried
2024-08-21,MIL,STL,Tobias Myers,Kyle Gibson
2024-08-21,DET,CHC,Beau Brieske,Jameson Taillon
2024-08-21,LAA,KC,Johnny Cueto,Michael Lorenzen
2024-08-21,TB,OAK,Ryan Pepiot,Mitch Spence
2024-08-21,SEA,LAD,Logan Gilbert,Jack Flaherty
