game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-08,PHI,NYM,Ranger Suárez,Sean Manaea
2024-06-08,ATL,WSH,Charlie Morton,MacKenzie Gore
2024-06-08,SF,TEX,Spencer Howard,Andrew Heaney
2024-06-08,MIN,PIT,Simeon Woods Richardson,Carmen Mlodzinski
2024-06-08,TOR,OAK,Kevin Gausman,Luis Medina
2024-06-08,BAL,TB,Kyle Bradish,Taj Bradley
2024-06-08,SEA,KC,Luis Castillo,Alec Marsh
2024-06-08,MIL,DET,Freddy Peralta,Casey Mize
2024-06-08,CHC,CIN,Ben Brown,Andrew Abbott
2024-06-08,BOS,CWS,Brayan Bello,Nick Nastrini
2024-06-08,COL,STL,Ryan Feltner,Kyle Gibson
2024-06-08,LAD,NYY,Gavin Stone,Nestor Cortes
2024-06-08,CLE,MIA,Ben Lively,Roddery Muñoz
2024-06-08,ARI,SD,Ryne Nelson,Matt Waldron
2024-06-08,HOU,LAA,Hunter Brown,Tyler Anderson
