game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-19,SF,BAL,Logan Webb,Zach Eflin
2024-09-19,MIN,CLE,Simeon Woods Richardson,Joey Cantillo
2024-09-19,ATL,CIN,Chris Sale,Julian Aguiar
2024-09-19,TOR,TEX,Kevin Gausman,Kumar Rocker
2024-09-19,NYY,SEA,Clarke Schmidt,Logan Gilbert
2024-09-19,LAD,MIA,Jack Flaherty,Edward Cabrera
2024-09-19,BOS,TB,Brayan Bello,Zack Littell
2024-09-19,PIT,STL,Luis L. Ortiz,Erick Fedde
2024-09-19,PHI,NYM,Taijuan Walker,Luis Severino
2024-09-19,ARI,MIL,Brandon Pfaadt,Tobias Myers
2024-09-19,WSH,CHC,Patrick Corbin,Javier Assad
2024-09-19,LAA,HOU,José Suarez,Yusei Kikuchi
