game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-19,SF,TOR,Logan Webb,Eric Lauer
2025-07-19,CIN,NYM,Nick Martinez,Clay Holmes
2025-07-19,KC,MIA,Michael Wacha,Cal Quantrill
2025-07-19,LAA,PHI,Yusei Kikuchi,Taijuan Walker
2025-07-19,CWS,PIT,Adrian Houser,Mike Burrows
2025-07-19,SD,WSH,Yu Darvish,Mitchell Parker
2025-07-19,DET,TEX,Keider Montero,Kumar Rocker
2025-07-19,BAL,TB,Dean Kremer,Zack Littell
2025-07-19,OAK,CLE,Luis Severino,Logan Allen
2025-07-19,STL,ARI,Sonny Gray,Ryne Nelson
2025-07-19,BOS,CHC,Brayan Bello,Shota Imanaga
2025-07-19,NYY,ATL,Will Warren,Joey Wentz
2025-07-19,MIN,COL,Zebby Matthews,Antonio Senzatela
2025-07-19,MIL,LAD,Freddy Peralta,Emmet Sheehan
2025-07-19,HOU,SEA,Lance McCullers Jr.,Logan Evans
