game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-08,TB,BAL,Zack Littell,Corbin Burnes
2024-09-08,WSH,PIT,Patrick Corbin,Jared Jones
2024-09-08,CWS,BOS,Chris Flexen,Richard Fitts
2024-09-08,TOR,ATL,Yariel Rodríguez,Chris Sale
2024-09-08,CIN,NYM,Julian Aguiar,Luis Severino
2024-09-08,PHI,MIA,Seth Johnson,Edward Cabrera
2024-09-08,COL,MIL,Kyle Freeland,Freddy Peralta
2024-09-08,MIN,KC,Simeon Woods Richardson,Michael Wacha
2024-09-08,SEA,STL,Luis Castillo,Miles Mikolas
2024-09-08,NYY,CHC,Gerrit Cole,Jameson Taillon
2024-09-08,LAA,TEX,Caden Dana,Andrew Heaney
2024-09-08,DET,OAK,Beau Brieske,J.T. Ginn
2024-09-08,SF,SD,Spencer Bivens,Joe Musgrove
2024-09-08,CLE,LAD,Tanner Bibee,Jack Flaherty
2024-09-08,ARI,HOU,Ryne Nelson,Justin Verlander
