game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-06,NYY,CHC,Luis Gil,Jordan Wicks
2024-09-06,COL,MIL,Ryan Feltner,Frankie Montas
2024-09-06,TB,BAL,Shane Baz,Dean Kremer
2024-09-06,CIN,NYM,Fernando Cruz,Sean Manaea
2024-09-06,PHI,MIA,Zack Wheeler,Austin Kitchen
2024-09-06,CWS,BOS,Davis Martin,Nick Pivetta
2024-09-06,TOR,ATL,Kevin Gausman,Max Fried
2024-09-06,LAA,TEX,Sam Aldegheri,Gerson Garabito
2024-09-06,MIN,KC,Zebby Matthews,Cole Ragans
2024-09-06,ARI,HOU,Brandon Pfaadt,Framber Valdez
2024-09-06,SEA,STL,Bryce Miller,Erick Fedde
2024-09-06,SF,SD,Mason Black,Michael King
2024-09-06,DET,OAK,Tarik Skubal,Mitch Spence
2024-09-06,CLE,LAD,Matthew Boyd,Landon Knack
2024-09-06,WSH,PIT,DJ Herz,Luis L. Ortiz
