game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-13,ATL,BAL,Reynaldo López,Cole Irvin
2024-06-13,WSH,DET,Patrick Corbin,Casey Mize
2024-06-13,NYY,KC,Nestor Cortes,Alec Marsh
2024-06-13,PIT,STL,Mitch Keller,Lance Lynn
2024-06-13,CHC,TB,Justin Steele,Taj Bradley
2024-06-13,MIA,NYM,Roddery Muñoz,Luis Severino
2024-06-13,PHI,BOS,Aaron Nola,Tanner Houck
2024-06-13,OAK,MIN,Luis Medina,Joe Ryan
2024-06-13,CWS,SEA,Garrett Crochet,Emerson Hancock
2024-06-13,LAA,ARI,Griffin Canning,Brandon Pfaadt
2024-06-13,TEX,LAD,Michael Lorenzen,Michael Grove
