game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-21,NYM,CHC,Jose Quintana,Shota Imanaga
2024-06-21,TB,PIT,Ryan Pepiot,Carmen Mlodzinski
2024-06-21,ARI,PHI,Jordan Montgomery,Taijuan Walker
2024-06-21,CWS,DET,Erick Fedde,Jack Flaherty
2024-06-21,ATL,NYY,Chris Sale,Carlos Rodón
2024-06-21,SEA,MIA,George Kirby,Trevor Rogers
2024-06-21,TOR,CLE,Yariel Rodríguez,Carlos Carrasco
2024-06-21,BOS,CIN,Kutter Crawford,Andrew Abbott
2024-06-21,KC,TEX,Brady Singer,Nathan Eovaldi
2024-06-21,BAL,HOU,Grayson Rodriguez,Jake Bloss
2024-06-21,WSH,COL,DJ Herz,Dakota Hudson
2024-06-21,MIL,SD,Colin Rea,Dylan Cease
2024-06-21,MIN,OAK,Chris Paddack,Joey Estes
2024-06-21,LAA,LAD,Patrick Sandoval,Landon Knack
