game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-26,CLE,PHI,Ben Lively,Cristopher Sánchez
2024-07-26,MIN,DET,Pablo López,Keider Montero
2024-07-26,CIN,TB,Nick Lodolo,Shane Baz
2024-07-26,SD,BAL,Adam Mazur,Grayson Rodriguez
2024-07-26,TEX,TOR,Andrew Heaney,Yusei Kikuchi
2024-07-26,ATL,NYM,Charlie Morton,Kodai Senga
2024-07-26,NYY,BOS,Nestor Cortes,Brayan Bello
2024-07-26,MIA,MIL,Trevor Rogers,Freddy Peralta
2024-07-26,CHC,KC,Kyle Hendricks,Brady Singer
2024-07-26,LAD,HOU,Gavin Stone,Framber Valdez
2024-07-26,SEA,CWS,George Kirby,Drew Thorpe
2024-07-26,WSH,STL,MacKenzie Gore,Sonny Gray
2024-07-26,OAK,LAA,Paul Blackburn,Carson Fulmer
2024-07-26,PIT,ARI,Luis L. Ortiz,Zac Gallen
2024-07-26,COL,SF,Kyle Freeland,Kyle Harrison
