game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-29,LAA,DET,Jack Kochanowicz,Keider Montero
2024-08-29,SF,MIL,Hayden Birdsong,Aaron Civale
2024-08-29,TEX,CWS,Nathan Eovaldi,Nick Nastrini
2024-08-29,SD,STL,Michael King,Sonny Gray
2024-08-29,MIA,COL,Valente Bellozo,Bradley Blalock
2024-08-29,NYM,ARI,David Peterson,Ryne Nelson
2024-08-29,OAK,CIN,J.T. Ginn,Julian Aguiar
2024-08-29,ATL,PHI,Charlie Morton,Cristopher Sánchez
2024-08-29,TOR,BOS,Bowden Francis,Kutter Crawford
2024-08-29,KC,HOU,Brady Singer,Hunter Brown
2024-08-29,BAL,LAD,Cade Povich,Bobby Miller
