game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-07,WSH,PIT,DJ Herz,Luis L. Ortiz
2024-09-07,NYY,CHC,Clarke Schmidt,Javier Assad
2024-09-07,TB,BAL,Ryan Pepiot,Zach Eflin
2024-09-07,DET,OAK,Brenan Hanifee,Brady Basso
2024-09-07,CIN,NYM,Jakob Junis,Jose Quintana
2024-09-07,PHI,MIA,Aaron Nola,Darren McCaughan
2024-09-07,ARI,HOU,Eduardo Rodriguez,Yusei Kikuchi
2024-09-07,WSH,PIT,Mitchell Parker,Mitch Keller
2024-09-07,LAA,TEX,Tyler Anderson,Jack Leiter
2024-09-07,COL,MIL,Ty Blach,Tobias Myers
2024-09-07,SEA,STL,Logan Gilbert,Kyle Gibson
2024-09-07,MIN,KC,Bailey Ober,Alec Marsh
2024-09-07,CWS,BOS,Garrett Crochet,Cooper Criswell
2024-09-07,TOR,ATL,José Berríos,Spencer Schwellenbach
2024-09-07,SF,SD,Logan Webb,Dylan Cease
2024-09-07,CLE,LAD,Gavin Williams,Ryan Brasier
