game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-17,SF,BAL,Blake Snell,Albert Suárez
2024-09-17,LAD,MIA,Bobby Miller,Darren McCaughan
2024-09-17,MIN,CLE,Zebby Matthews,Gavin Williams
2024-09-17,ATL,CIN,Grant Holmes,Brandon Williamson
2024-09-17,BOS,TB,Nick Pivetta,Shane Baz
2024-09-17,WSH,NYM,Mitchell Parker,Tylor Megill
2024-09-17,PHI,MIL,Zack Wheeler,Frankie Montas
2024-09-17,DET,KC,Casey Mize,Cole Ragans
2024-09-17,OAK,CHC,Mitch Spence,Jordan Wicks
2024-09-17,PIT,STL,Bailey Falter,Lance Lynn
2024-09-17,TOR,TEX,Chris Bassitt,Nathan Eovaldi
2024-09-17,ARI,COL,Jordan Montgomery,Ryan Feltner
2024-09-17,CWS,LAA,Davis Martin,Griffin Canning
2024-09-17,NYY,SEA,Luis Gil,Bryan Woo
2024-09-17,HOU,SD,Hunter Brown,Michael King
