game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-09,NYM,PHI,Jose Quintana,Taijuan Walker
2024-06-09,SF,TEX,Keaton Winn,Nathan Eovaldi
2024-06-09,ATL,WSH,Hurston Waldrep,DJ Herz
2024-06-09,MIN,PIT,Bailey Ober,Jared Jones
2024-06-09,BAL,TB,Grayson Rodriguez,Zack Littell
2024-06-09,CLE,MIA,Carlos Carrasco,Trevor Rogers
2024-06-09,MIL,DET,Bryse Wilson,Tarik Skubal
2024-06-09,CHC,CIN,Shota Imanaga,Frankie Montas
2024-06-09,SEA,KC,George Kirby,Cole Ragans
2024-06-09,BOS,CWS,Zack Kelly,Chris Flexen
2024-06-09,COL,STL,Ty Blach,Andre Pallante
2024-06-09,TOR,OAK,Bowden Francis,Mitch Spence
2024-06-09,HOU,LAA,Justin Verlander,Patrick Sandoval
2024-06-09,ARI,SD,Scott McGough,Adam Mazur
2024-06-09,LAD,NYY,Tyler Glasnow,Luis Gil
