game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-25,MIA,MIL,Cal Quantrill,Freddy Peralta
2025-07-25,ARI,PIT,Ryne Nelson,Mike Burrows
2025-07-25,PHI,NYY,Taijuan Walker,Will Warren
2025-07-25,COL,BAL,Kyle Freeland,Dean Kremer
2025-07-25,LAD,BOS,Emmet Sheehan,Brayan Bello
2025-07-25,TB,CIN,Zack Littell,Nick Martinez
2025-07-25,TOR,DET,José Berríos,Keider Montero
2025-07-25,SD,STL,Nick Pivetta,Miles Mikolas
2025-07-25,CHC,CWS,Shota Imanaga,Adrian Houser
2025-07-25,ATL,TEX,Joey Wentz,Nathan Eovaldi
2025-07-25,OAK,HOU,Jeffrey Springs,Ryan Gusto
2025-07-25,CLE,KC,Gavin Williams,Michael Wacha
2025-07-25,WSH,MIN,MacKenzie Gore,Zebby Matthews
2025-07-25,SEA,LAA,Bryan Woo,José Soriano
2025-07-25,NYM,SF,Clay Holmes,Logan Webb
