game_date,away_team,home_team,away_pitcher,home_pitcher
2024-04-03,KC,BAL,Cole Ragans,Corbin Burnes
2024-04-03,TEX,TB,Nathan Eovaldi,Aaron Civale
2024-04-03,MIN,MIL,Chris Paddack,Joe Ross
2024-04-03,LAA,MIA,Patrick Sandoval,A.J. Puk
2024-04-03,BOS,OAK,Nick Pivetta,Ross Stripling
2024-04-03,NYY,ARI,Carlos Rodón,Merrill Kelly
2024-04-03,CIN,PHI,Frankie Montas,Zack Wheeler
2024-04-03,CLE,SEA,Logan Allen,George Kirby
2024-04-03,STL,SD,Zack Thompson,Joe Musgrove
2024-04-03,PIT,WSH,Mitch Keller,Trevor Williams
2024-04-03,COL,CHC,Cal Quantrill,Luke Little
2024-04-03,TOR,HOU,Chris Bassitt,Cristian Javier
2024-04-03,SF,LAD,Kyle Harrison,Tyler Glasnow
2024-04-03,ATL,CWS,Spencer Strider,Dominic Leone
2024-04-03,DET,NYM,Casey Mize,Adrian Houser
