game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-12,COL,MIN,Austin Gomber,Pablo López
2024-06-12,TOR,MIL,Chris Bassitt,Tobias Myers
2024-06-12,HOU,SF,Framber Valdez,Logan Webb
2024-06-12,OAK,SD,Hogan Harris,Michael King
2024-06-12,ATL,BAL,Spencer Schwellenbach,Cade Povich
2024-06-12,WSH,DET,Jake Irvin,Reese Olson
2024-06-12,CHC,TB,Javier Assad,Aaron Civale
2024-06-12,MIA,NYM,Braxton Garrett,David Peterson
2024-06-12,CLE,CIN,Tanner Bibee,Nick Lodolo
2024-06-12,PHI,BOS,Cristopher Sánchez,Nick Pivetta
2024-06-12,PIT,STL,Bailey Falter,Sonny Gray
2024-06-12,NYY,KC,Cody Poteet,Dan Altavilla
2024-06-12,CWS,SEA,Jonathan Cannon,Bryce Miller
2024-06-12,LAA,ARI,José Soriano,Slade Cecconi
2024-06-12,TEX,LAD,Jon Gray,Walker Buehler
