game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-22,CWS,DET,Drew Thorpe,Kenta Maeda
2024-06-22,SF,STL,Jordan Hicks,Miles Mikolas
2024-06-22,NYM,CHC,Tylor Megill,Jameson Taillon
2024-06-22,KC,TEX,Michael Wacha,Jon Gray
2024-06-22,TB,PIT,Zach Eflin,Jared Jones
2024-06-22,ARI,PHI,Tommy Henry,Zack Wheeler
2024-06-22,MIN,OAK,Bailey Ober,JP Sears
2024-06-22,SEA,MIA,Logan Gilbert,Shaun Anderson
2024-06-22,BAL,HOU,Corbin Burnes,Ronel Blanco
2024-06-22,TOR,CLE,José Berríos,Ben Lively
2024-06-22,BOS,CIN,Nick Pivetta,Frankie Montas
2024-06-22,MIL,SD,Carlos Rodriguez,Randy Vásquez
2024-06-22,ATL,NYY,Charlie Morton,Marcus Stroman
2024-06-22,WSH,COL,Mitchell Parker,Cal Quantrill
2024-06-22,LAA,LAD,Zach Plesac,Tyler Glasnow
