game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-09,CHC,BAL,Jameson Taillon,Dean Kremer
2024-07-09,LAD,PHI,Bobby Miller,Zack Wheeler
2024-07-09,CLE,DET,Ben Lively,Kenta Maeda
2024-07-09,NYY,TB,Carlos Rodón,Ryan Pepiot
2024-07-09,WSH,NYM,Jake Irvin,Jose Quintana
2024-07-09,COL,CIN,Cal Quantrill,Nick Lodolo
2024-07-09,OAK,BOS,Joey Estes,Brayan Bello
2024-07-09,PIT,MIL,Josh Fleming,Colin Rea
2024-07-09,MIA,HOU,Trevor Rogers,Ronel Blanco
2024-07-09,TEX,LAA,Max Scherzer,Roansy Contreras
2024-07-09,SEA,SD,Logan Gilbert,Adam Mazur
2024-07-09,ATL,ARI,Chris Sale,Zac Gallen
2024-07-09,TOR,SF,Yusei Kikuchi,Blake Snell
2024-07-09,KC,STL,Michael Wacha,Andre Pallante
2024-07-09,MIN,CWS,Bailey Ober,Erick Fedde
