game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-16,TOR,CHC,Yariel Rodríguez,Kyle Hendricks
2024-08-16,SEA,PIT,Logan Gilbert,Paul Skenes
2024-08-16,WSH,PHI,Patrick Corbin,Aaron Nola
2024-08-16,NYY,DET,Gerrit Cole,Beau Brieske
2024-08-16,KC,CIN,Michael Lorenzen,Nick Martinez
2024-08-16,ARI,TB,Ryne Nelson,Ryan Pepiot
2024-08-16,BOS,BAL,Brennan Bernardino,Corbin Burnes
2024-08-16,MIA,NYM,Roddery Muñoz,Sean Manaea
2024-08-16,MIN,TEX,Simeon Woods Richardson,Andrew Heaney
2024-08-16,CLE,MIL,Gavin Williams,Aaron Civale
2024-08-16,CWS,HOU,Garrett Crochet,Spencer Arrighetti
2024-08-16,LAD,STL,Justin Wrobleski,Miles Mikolas
2024-08-16,SD,COL,Matt Waldron,Cal Quantrill
2024-08-16,ATL,LAA,Spencer Schwellenbach,José Soriano
