game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-21,DET,PIT,Jack Flaherty,Paul Skenes
2025-07-21,SD,MIA,Randy Vásquez,Eury Pérez
2025-07-21,BAL,CLE,Tomoyuki Sugano,Tanner Bibee
2025-07-21,BOS,PHI,Walker Buehler,Zack Wheeler
2025-07-21,CIN,WSH,Brady Singer,Jake Irvin
2025-07-21,NYY,TOR,Carlos Rodón,Kevin Gausman
2025-07-21,LAA,NYM,Tyler Anderson,Kodai Senga
2025-07-21,SF,ATL,Hayden Birdsong,Bryce Elder
2025-07-21,CWS,TB,Sean Burke,Shane Baz
2025-07-21,OAK,TEX,Jacob Lopez,Jack Leiter
2025-07-21,KC,CHC,Noah Cameron,Ryan Brasier
2025-07-21,STL,COL,Michael McGreevy,Austin Gomber
2025-07-21,MIL,SEA,Brandon Woodruff,George Kirby
2025-07-21,HOU,ARI,Colton Gordon,Zac Gallen
2025-07-21,MIN,LAD,David Festa,Shohei Ohtani
