game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-02,STL,CHC,Erick Fedde,Javier Assad
2024-08-02,ARI,PIT,Brandon Pfaadt,Luis L. Ortiz
2024-08-02,KC,DET,Cole Ragans,Tarik Skubal
2024-08-02,MIL,WSH,Frankie Montas,Jake Irvin
2024-08-02,TOR,NYY,Kevin Gausman,Marcus Stroman
2024-08-02,BAL,CLE,Dean Kremer,Carlos Carrasco
2024-08-02,SF,CIN,Blake Snell,Andrew Abbott
2024-08-02,MIA,ATL,Valente Bellozo,Spencer Schwellenbach
2024-08-02,BOS,TEX,Kutter Crawford,José Ureña
2024-08-02,CWS,MIN,Davis Martin,Joe Ryan
2024-08-02,TB,HOU,Shane Baz,Yusei Kikuchi
2024-08-02,NYM,LAA,Paul Blackburn,Tyler Anderson
2024-08-02,PHI,SEA,Tyler Phillips,Bryan Woo
2024-08-02,COL,SD,Austin Gomber,Randy Vásquez
2024-08-02,LAD,OAK,Gavin Stone,Joey Estes
