game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-04,NYM,WSH,Jose Quintana,Jake Irvin
2024-07-04,STL,PIT,Andre Pallante,Martín Pérez
2024-07-04,CIN,NYY,Frankie Montas,Marcus Stroman
2024-07-04,HOU,TOR,Framber Valdez,Chris Bassitt
2024-07-04,DET,MIN,Kenta Maeda,Bailey Ober
2024-07-04,BOS,MIA,Nick Pivetta,Kyle Tyler
2024-07-04,CWS,CLE,Jared Shuster,Ben Lively
2024-07-04,PHI,CHC,Cristopher Sánchez,Jameson Taillon
2024-07-04,SD,TEX,Michael King,Max Scherzer
2024-07-04,LAA,OAK,Roansy Contreras,JP Sears
2024-07-04,BAL,SEA,Corbin Burnes,Bryce Miller
2024-07-04,SF,ATL,Logan Webb,Charlie Morton
2024-07-04,TB,KC,Zach Eflin,Alec Marsh
2024-07-04,MIL,COL,Tobias Myers,Cal Quantrill
2024-07-04,ARI,LAD,Zac Gallen,Landon Knack
