game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-15,STL,CHC,Andre Pallante,Shota Imanaga
2024-06-15,CLE,TOR,Carlos Carrasco,Trevor Richards
2024-06-15,MIA,WSH,Trevor Rogers,DJ Herz
2024-06-15,LAA,SF,Patrick Sandoval,Keaton Winn
2024-06-15,PHI,BAL,Taijuan Walker,Grayson Rodriguez
2024-06-15,SD,NYM,Adam Mazur,Jose Quintana
2024-06-15,CIN,MIL,Andrew Abbott,Jared Koenig
2024-06-15,DET,HOU,Jack Flaherty,Spencer Arrighetti
2024-06-15,TB,ATL,Ryan Pepiot,Charlie Morton
2024-06-15,TEX,SEA,Nathan Eovaldi,George Kirby
2024-06-15,NYY,BOS,Carlos Rodón,Cooper Criswell
2024-06-15,KC,LAD,Seth Lugo,Yoshinobu Yamamoto
2024-06-15,PIT,COL,Jared Jones,Ty Blach
2024-06-15,CWS,ARI,Erick Fedde,Scott McGough
2024-06-15,OAK,MIN,Joey Estes,Bailey Ober
