game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-13,WSH,BAL,Jake Irvin,Trevor Rogers
2024-08-13,MIA,PHI,Valente Bellozo,Taijuan Walker
2024-08-13,SEA,DET,George Kirby,Tarik Skubal
2024-08-13,CHC,CLE,Javier Assad,Matthew Boyd
2024-08-13,STL,CIN,Erick Fedde,Hunter Greene
2024-08-13,HOU,TB,Yusei Kikuchi,Shane Baz
2024-08-13,OAK,NYM,Joe Boyle,Paul Blackburn
2024-08-13,TEX,BOS,José Ureña,Kutter Crawford
2024-08-13,KC,MIN,Seth Lugo,Zebby Matthews
2024-08-13,LAD,MIL,Gavin Stone,Colin Rea
2024-08-13,NYY,CWS,Nestor Cortes,Jonathan Cannon
2024-08-13,TOR,LAA,Kevin Gausman,Carson Fulmer
2024-08-13,PIT,SD,Luis L. Ortiz,Michael King
2024-08-13,COL,ARI,Austin Gomber,Eduardo Rodriguez
2024-08-13,ATL,SF,Charlie Morton,Kyle Harrison
