game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-06,BAL,TOR,Cade Povich,Yusei Kikuchi
2024-06-06,KC,CLE,Brady Singer,Tanner Bibee
2024-06-06,SEA,OAK,Bryan Woo,JP Sears
2024-06-06,LAD,PIT,Walker Buehler,Bailey Falter
2024-06-06,ATL,WSH,Reynaldo López,Mitchell Parker
2024-06-06,MIN,NYY,Pablo López,Marcus Stroman
2024-06-06,CHC,CIN,Javier Assad,Hunter Greene
2024-06-06,COL,STL,Cal Quantrill,Sonny Gray
2024-06-06,BOS,CWS,Tanner Houck,Jake Woodford
2024-06-06,ARI,SD,Slade Cecconi,Randy Vásquez
