game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-29,PHI,WSH,Aaron Nola,Jake Irvin
2024-09-29,STL,SF,Michael McGreevy,Hayden Birdsong
2024-09-29,PIT,NYY,Bailey Falter,Clarke Schmidt
2024-09-29,TB,BOS,Ryan Pepiot,Quinn Priester
2024-09-29,MIA,TOR,Ryan Weathers,Ryan Burr
2024-09-29,TEX,LAA,Nathan Eovaldi,Jack Kochanowicz
2024-09-29,OAK,SEA,Mitch Spence,Logan Gilbert
2024-09-29,BAL,MIN,Albert Suárez,Bailey Ober
2024-09-29,NYM,MIL,David Peterson,Colin Rea
2024-09-29,CWS,DET,Jonathan Cannon,Kenta Maeda
2024-09-29,LAD,COL,Anthony Banda,Ryan Feltner
2024-09-29,SD,ARI,Martín Pérez,Brandon Pfaadt
2024-09-29,CIN,CHC,Hunter Greene,Caleb Kilian
2024-09-29,KC,ATL,Alec Marsh,Charlie Morton
2024-09-29,HOU,CLE,Ryan Gusto,Nick Sandlin
