game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-21,PIT,CIN,Jared Jones,Rhett Lowder
2024-09-21,WSH,CHC,MacKenzie Gore,Kyle Hendricks
2024-09-21,DET,BAL,Reese Olson,Cade Povich
2024-09-21,TOR,TB,Yariel Rodríguez,Taj Bradley
2024-09-21,PHI,NYM,Ranger Suárez,Sean Manaea
2024-09-21,ATL,MIA,Max Fried,Adam Oller
2024-09-21,SF,KC,Landen Roupp,Brady Singer
2024-09-21,SEA,TEX,Emerson Hancock,Dane Dunning
2024-09-21,ARI,MIL,Merrill Kelly,Aaron Civale
2024-09-21,LAA,HOU,Reid Detmers,Ronel Blanco
2024-09-21,CLE,STL,Matthew Boyd,Miles Mikolas
2024-09-21,CWS,SD,Chris Flexen,Martín Pérez
2024-09-21,NYY,OAK,Carlos Rodón,JP Sears
2024-09-21,COL,LAD,Cal Quantrill,Walker Buehler
2024-09-21,MIN,BOS,Pablo López,Kutter Crawford
