game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-22,TB,NYY,Zack Littell,Carlos Rodón
2024-07-22,STL,PIT,Andre Pallante,Mitch Keller
2024-07-22,NYM,MIA,David Peterson,Yonny Chirinos
2024-07-22,DET,CLE,Tarik Skubal,Carlos Carrasco
2024-07-22,CIN,ATL,Hunter Greene,Reynaldo López
2024-07-22,PHI,MIN,Ranger Suárez,Bailey Ober
2024-07-22,CWS,TEX,Erick Fedde,Michael Lorenzen
2024-07-22,MIL,CHC,Tobias Myers,Javier Assad
2024-07-22,ARI,KC,Yilber Díaz,Cole Ragans
2024-07-22,BOS,COL,Tanner Houck,Austin Gomber
2024-07-22,LAA,SEA,Tyler Anderson,Bryce Miller
2024-07-22,HOU,OAK,Spencer Arrighetti,Hogan Harris
2024-07-22,SF,LAD,Blake Snell,River Ryan
