game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-09,CLE,MIN,Joey Cantillo,Bailey Ober
2024-08-09,LAA,WSH,José Soriano,Mitchell Parker
2024-08-09,BAL,TB,Zach Eflin,Zack Littell
2024-08-09,OAK,TOR,Mitch Spence,José Berríos
2024-08-09,SD,MIA,Martín Pérez,Edward Cabrera
2024-08-09,HOU,BOS,Ronel Blanco,Tanner Houck
2024-08-09,CLE,MIN,Alex Cobb,Louis Varland
2024-08-09,CIN,MIL,Carson Spiers,Aaron Civale
2024-08-09,STL,KC,Miles Mikolas,Michael Lorenzen
2024-08-09,CHC,CWS,Jameson Taillon,Garrett Crochet
2024-08-09,ATL,COL,Grant Holmes,Tanner Gordon
2024-08-09,PHI,ARI,Zack Wheeler,Ryne Nelson
2024-08-09,NYM,SEA,Jose Quintana,Bryce Miller
2024-08-09,PIT,LAD,Mitch Keller,Jack Flaherty
2024-08-09,DET,SF,Beau Brieske,Robbie Ray
2024-08-09,TEX,NYY,Cody Bradford,Carlos Rodón
