game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-23,STL,PIT,Lance Lynn,Paul Skenes
2024-07-23,BAL,MIA,Albert Suárez,Kyle Tyler
2024-07-23,DET,CLE,Tyler Holton,Xzavion Curry
2024-07-23,SD,WSH,Randy Vásquez,DJ Herz
2024-07-23,NYM,NYY,Jose Quintana,Luis Gil
2024-07-23,TB,TOR,Shawn Armstrong,José Berríos
2024-07-23,PHI,MIN,Zack Wheeler,Simeon Woods Richardson
2024-07-23,CWS,TEX,Garrett Crochet,Jon Gray
2024-07-23,MIL,CHC,Colin Rea,Jameson Taillon
2024-07-23,ARI,KC,Jordan Montgomery,Alec Marsh
2024-07-23,BOS,COL,Cooper Criswell,Ty Blach
2024-07-23,LAA,SEA,José Soriano,Logan Gilbert
2024-07-23,HOU,OAK,Jake Bloss,Osvaldo Bido
2024-07-23,SF,LAD,Jordan Hicks,Landon Knack
2024-07-23,CIN,ATL,Nick Martinez,Chris Sale
