game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-14,KC,MIN,Cole Ragans,Louis Varland
2024-08-14,COL,ARI,Tanner Gordon,Jordan Montgomery
2024-08-14,PIT,SD,Mitch Keller,Martín Pérez
2024-08-14,TEX,BOS,Dane Dunning,Tanner Houck
2024-08-14,WSH,BAL,DJ Herz,Dean Kremer
2024-08-14,MIA,PHI,Edward Cabrera,Tyler Phillips
2024-08-14,SEA,DET,Bryan Woo,Beau Brieske
2024-08-14,CHC,CLE,Jameson Taillon,Alex Cobb
2024-08-14,STL,CIN,Kyle Gibson,Emilio Pagán
2024-08-14,HOU,TB,Ronel Blanco,Zack Littell
2024-08-14,OAK,NYM,Joey Estes,David Peterson
2024-08-14,LAD,MIL,Walker Buehler,Frankie Montas
2024-08-14,NYY,CWS,Will Warren,Davis Martin
2024-08-14,TOR,LAA,José Berríos,Tyler Anderson
2024-08-14,ATL,SF,Grant Holmes,Robbie Ray
