game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-23,ARI,PHI,Slade Cecconi,Cristopher Sánchez
2024-06-23,TB,PIT,Aaron Civale,Paul Skenes
2024-06-23,ATL,NYY,Max Fried,Nestor Cortes
2024-06-23,SEA,MIA,Bryce Miller,Kyle Tyler
2024-06-23,CWS,DET,Jonathan Cannon,Reese Olson
2024-06-23,TOR,CLE,Yusei Kikuchi,Triston McKenzie
2024-06-23,BOS,CIN,Zack Kelly,Nick Lodolo
2024-06-23,BAL,HOU,Albert Suárez,Framber Valdez
2024-06-23,SF,STL,Logan Webb,Sonny Gray
2024-06-23,KC,TEX,Alec Marsh,Max Scherzer
2024-06-23,WSH,COL,Jake Irvin,Kyle Freeland
2024-06-23,MIN,OAK,Pablo López,Hogan Harris
2024-06-23,MIL,SD,Tobias Myers,Michael King
2024-06-23,NYM,CHC,Luis Severino,Javier Assad
