game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-24,TB,DET,Ryan Pepiot,Tarik Skubal
2024-09-24,MIL,PIT,Tobias Myers,Bailey Falter
2024-09-24,CHC,PHI,Justin Steele,Tanner Banks
2024-09-24,CIN,CLE,Carson Spiers,Tanner Bibee
2024-09-24,KC,WSH,Cole Ragans,Mitchell Parker
2024-09-24,BAL,NYY,Dean Kremer,Clarke Schmidt
2024-09-24,BOS,TOR,Brayan Bello,Bowden Francis
2024-09-24,NYM,ATL,Luis Severino,Spencer Schwellenbach
2024-09-24,MIA,MIN,Ryan Weathers,Bailey Ober
2024-09-24,LAA,CWS,Jack Kochanowicz,Jonathan Cannon
2024-09-24,SEA,HOU,Logan Gilbert,Framber Valdez
2024-09-24,STL,COL,Michael McGreevy,Ryan Feltner
2024-09-24,TEX,OAK,Nathan Eovaldi,Mitch Spence
2024-09-24,SF,ARI,Logan Webb,Brandon Pfaadt
2024-09-24,SD,LAD,Michael King,Landon Knack
