game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-03,CWS,BAL,Nick Nastrini,Cade Povich
2024-09-03,WSH,MIA,Patrick Corbin,Max Meyer
2024-09-03,MIN,TB,David Festa,Jeffrey Springs
2024-09-03,PHI,TOR,Tyler Phillips,Chris Bassitt
2024-09-03,BOS,NYM,Kutter Crawford,David Peterson
2024-09-03,COL,ATL,Kyle Freeland,Chris Sale
2024-09-03,STL,MIL,Steven Matz,Aaron Civale
2024-09-03,CLE,KC,Tanner Bibee,Brady Singer
2024-09-03,PIT,CHC,Paul Skenes,Kyle Hendricks
2024-09-03,NYY,TEX,Carlos Rodón,Andrew Heaney
2024-09-03,LAD,LAA,Walker Buehler,Reid Detmers
2024-09-03,SEA,OAK,Luis Castillo,J.T. Ginn
2024-09-03,ARI,SF,Ryne Nelson,Kyle Harrison
