game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-17,SEA,PIT,Luis Castillo,Bailey Falter
2024-08-17,NYY,DET,Carlos Rodón,Keider Montero
2024-08-17,TOR,CHC,Chris Bassitt,Justin Steele
2024-08-17,ARI,TB,Zac Gallen,Jeffrey Springs
2024-08-17,MIA,NYM,Max Meyer,Luis Severino
2024-08-17,WSH,PHI,MacKenzie Gore,Cristopher Sánchez
2024-08-17,KC,CIN,Michael Wacha,Nick Lodolo
2024-08-17,MIN,TEX,David Festa,Nathan Eovaldi
2024-08-17,BOS,BAL,Brayan Bello,Cade Povich
2024-08-17,SF,OAK,Hayden Birdsong,Osvaldo Bido
2024-08-17,CWS,HOU,Chris Flexen,Hunter Brown
2024-08-17,LAD,STL,Bobby Miller,Andre Pallante
2024-08-17,CLE,MIL,Tanner Bibee,Freddy Peralta
2024-08-17,SD,COL,Dylan Cease,Kyle Freeland
2024-08-17,ATL,LAA,Chris Sale,Griffin Canning
