game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-07,COL,STL,Austin Gomber,Lance Lynn
2024-06-07,MIN,PIT,Joe Ryan,Mitch Keller
2024-06-07,MIL,DET,Tobias Myers,Reese Olson
2024-06-07,ATL,WSH,Chris Sale,Jake Irvin
2024-06-07,BAL,TB,Cole Irvin,Aaron Civale
2024-06-07,LAD,NYY,Yoshinobu Yamamoto,Cody Poteet
2024-06-07,CLE,MIA,Logan Allen,Ryan Weathers
2024-06-07,CHC,CIN,Justin Steele,Nick Lodolo
2024-06-07,SF,TEX,Logan Webb,Michael Lorenzen
2024-06-07,SEA,KC,Bryce Miller,Daniel Lynch IV
2024-06-07,BOS,CWS,Cooper Criswell,Garrett Crochet
2024-06-07,HOU,LAA,Framber Valdez,Griffin Canning
2024-06-07,ARI,SD,Brandon Pfaadt,Michael King
2024-06-07,TOR,OAK,Chris Bassitt,Hogan Harris
