game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-12,CHC,CLE,Shota Imanaga,Ben Lively
2024-08-12,STL,CIN,Sonny Gray,Andrew Abbott
2024-08-12,HOU,TB,Framber Valdez,Taj Bradley
2024-08-12,TEX,BOS,Tyler Mahle,Brayan Bello
2024-08-12,KC,MIN,Brady Singer,Pablo López
2024-08-12,LAD,MIL,Clayton Kershaw,Freddy Peralta
2024-08-12,NYY,CWS,Luis Gil,Ky Bush
2024-08-12,TOR,LAA,Bowden Francis,Davis Daniel
2024-08-12,PIT,SD,Jake Woodford,Joe Musgrove
2024-08-12,COL,ARI,Bradley Blalock,Brandon Pfaadt
2024-08-12,ATL,SF,Chris Sale,Blake Snell
