game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-04,LAD,Piratas,Tyler Glasnow,Jared Jones
2024-06-04,Cerveceros,PHI,Jared Koenig,Cristopher Sánchez
2024-06-04,TB,MIA,Ryan Pepiot,Jesús Luzardo
2024-06-04,Reales,CLE,Seth Lugo,Triston McKenzie
2024-06-04,NYM,Nacionales,David Peterson,DJ Herz
2024-06-04,MIN,NYY,Bailey Ober,Luis Gil
2024-06-04,BAL,Azulejos,Corbin Burnes,Trevor Richards
2024-06-04,Bravos,BOS,Max Fried,Kutter Crawford
2024-06-04,Tigres,TEX,Jack Flaherty,Dane Dunning
2024-06-04,CWS,Cachorros,Chris Flexen,Shota Imanaga
2024-06-04,Cardenales,HOU,Andre Pallante,Spencer Arrighetti
2024-06-04,Rojos,COL,Frankie Montas,Ty Blach
2024-06-04,SD,LAA,Adam Mazur,Patrick Sandoval
2024-06-04,Marineros,Atléticos,George Kirby,Mitch Spence
2024-06-04,Gigantes,ARI,Kyle Harrison,Blake Walston
