game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-30,PIT,ATL,Bailey Falter,Spencer Schwellenbach
2024-06-30,MIA,PHI,Yonny Chirinos,Ranger Suárez
2024-06-30,SD,BOS,Matt Waldron,Josh Winckowski
2024-06-30,NYY,TOR,Gerrit Cole,Kevin Gausman
2024-06-30,WSH,TB,Patrick Corbin,Taj Bradley
2024-06-30,HOU,NYM,Shawn Dubin,Luis Severino
2024-06-30,CHC,MIL,Kyle Hendricks,Freddy Peralta
2024-06-30,CLE,KC,Logan Allen,Seth Lugo
2024-06-30,COL,CWS,Kyle Freeland,Garrett Crochet
2024-06-30,CIN,STL,Hunter Greene,Lance Lynn
2024-06-30,LAD,SF,James Paxton,Spencer Bivens
2024-06-30,DET,LAA,Casey Mize,Tyler Anderson
2024-06-30,MIN,SEA,Joe Ryan,Luis Castillo
2024-06-30,OAK,ARI,Luis Medina,Brandon Pfaadt
2024-06-30,TEX,BAL,Andrew Heaney,Cole Irvin
