game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-26,KC,CLE,Cole Ragans,Nick Sandlin
2024-08-26,TOR,BOS,Ryan Burr,Nick Pivetta
2024-08-26,CHC,PIT,Jameson Taillon,Mitch Keller
2024-08-26,HOU,PHI,Ronel Blanco,Zack Wheeler
2024-08-26,KC,CLE,Alec Marsh,Logan Allen
2024-08-26,NYY,WSH,Nestor Cortes,Mitchell Parker
2024-08-26,TOR,BOS,José Berríos,Zack Kelly
2024-08-26,ATL,MIN,Max Fried,Bailey Ober
2024-08-26,SD,STL,Randy Vásquez,Kyle Gibson
2024-08-26,DET,CWS,Ty Madden,Davis Martin
2024-08-26,MIA,COL,Edward Cabrera,Ryan Feltner
2024-08-26,TB,SEA,Ryan Pepiot,Bryce Miller
