game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-28,PIT,NYY,Paul Skenes,Luis Gil
2024-09-28,CWS,DET,Sean Burke,Beau Brieske
2024-09-28,CIN,CHC,Rhett Lowder,Kyle Hendricks
2024-09-28,MIA,TOR,Xzavion Curry,Yariel Rodríguez
2024-09-28,PHI,WSH,Zack Wheeler,MacKenzie Gore
2024-09-28,STL,SF,Andre Pallante,Tristan Beck
2024-09-28,TB,BOS,Shane Baz,Kutter Crawford
2024-09-28,HOU,CLE,Justin Verlander,Ben Lively
2024-09-28,BAL,MIN,Matt Bowman,Zebby Matthews
2024-09-28,NYM,MIL,Jose Quintana,Jared Koenig
2024-09-28,KC,ATL,Seth Lugo,Reynaldo López
2024-09-28,LAD,COL,Yoshinobu Yamamoto,Antonio Senzatela
2024-09-28,SD,ARI,Randy Vásquez,Eduardo Rodriguez
2024-09-28,TEX,LAA,Andrew Heaney,Griffin Canning
2024-09-28,OAK,SEA,Joey Estes,Emerson Hancock
