game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-20,ARI,MIA,Eduardo Rodriguez,Edward Cabrera
2024-08-20,COL,WSH,Austin Gomber,DJ Herz
2024-08-20,CLE,NYY,Matthew Boyd,Luis Gil
2024-08-20,CIN,TOR,Carson Spiers,José Berríos
2024-08-20,BAL,NYM,Dean Kremer,Jose Quintana
2024-08-20,PHI,ATL,Zack Wheeler,Reynaldo López
2024-08-20,MIL,STL,Frankie Montas,Erick Fedde
2024-08-20,PIT,TEX,Mitch Keller,Cody Bradford
2024-08-20,DET,CHC,Alex Faedo,Javier Assad
2024-08-20,LAA,KC,Tyler Anderson,Cole Ragans
2024-08-20,BOS,HOU,Nick Pivetta,Ronel Blanco
2024-08-20,MIN,SD,Bailey Ober,Martín Pérez
2024-08-20,TB,OAK,Shane Baz,Joey Estes
2024-08-20,CWS,SF,Davis Martin,Robbie Ray
2024-08-20,SEA,LAD,Bryce Miller,Walker Buehler
