game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-04,SF,CIN,Robbie Ray,Carson Spiers
2024-08-04,MIL,WSH,Tobias Myers,Mitchell Parker
2024-08-04,ARI,PIT,Ryne Nelson,Paul Skenes
2024-08-04,TOR,NYY,Yariel Rodríguez,Gerrit Cole
2024-08-04,MIA,ATL,Edward Cabrera,Max Fried
2024-08-04,KC,DET,Michael Wacha,Alex Faedo
2024-08-04,BAL,CLE,Corbin Burnes,Gavin Williams
2024-08-04,CWS,MIN,Chris Flexen,Simeon Woods Richardson
2024-08-04,TB,HOU,Hunter Bigge,Spencer Arrighetti
2024-08-04,BOS,TEX,Nick Pivetta,Nathan Eovaldi
2024-08-04,LAD,OAK,River Ryan,Osvaldo Bido
2024-08-04,NYM,LAA,Jose Quintana,Griffin Canning
2024-08-04,PHI,SEA,Zack Wheeler,Logan Gilbert
2024-08-04,COL,SD,Cal Quantrill,Matt Waldron
2024-08-04,STL,CHC,Miles Mikolas,Justin Steele
